Trade #,Type,Date/Time,Signal,Price USD,Position size (qty),Position size (value),Net P&L USD,Net P&L %,Run-up USD,Run-up %,Drawdown USD,Drawdown %,Cumulative P&L USD,Cumulative P&L %
722,Exit long,2021-01-14 11:35,Close entry(s) order Long,15603.5,1,15615.25,-241.2,-0.08,806.9,0.26,-393.1,-0.13,31678.6,31.68
722,Entry long,2021-01-14 09:40,Long,15615.25,1,15615.25,-241.2,-0.08,806.9,0.26,-393.1,-0.13,31678.6,31.68
723,Exit long,2021-01-20 16:45,EOD Exit,15919.25,1,15811,2158.8,0.68,2856.9,0.90,-468.1,-0.15,33837.4,33.84
723,Entry long,2021-01-20 09:40,Long,15811,1,15811,2158.8,0.68,2856.9,0.90,-468.1,-0.15,33837.4,33.84
724,Exit long,2021-01-25 10:35,Close entry(s) order Long,16129.75,1,16174.5,-901.2,-0.28,86.9,0.03,-1073.1,-0.33,32936.2,32.94
724,Entry long,2021-01-25 09:40,Long,16174.5,1,16174.5,-901.2,-0.28,86.9,0.03,-1073.1,-0.33,32936.2,32.94
725,Exit short,2021-01-27 10:20,Close entry(s) order Short,15991,1,15857.75,-2671.2,-0.84,1186.9,0.37,-2818.1,-0.89,30265,30.26
725,Entry short,2021-01-27 09:40,Short,15857.75,1,15857.75,-2671.2,-0.84,1186.9,0.37,-2818.1,-0.89,30265,30.26
726,Exit long,2021-02-01 09:50,Close entry(s) order Long,15602.5,1,15691.5,-1786.2,-0.57,136.9,0.04,-1888.1,-0.60,28478.8,28.48
726,Entry long,2021-02-01 09:40,Long,15691.5,1,15691.5,-1786.2,-0.57,136.9,0.04,-1888.1,-0.60,28478.8,28.48
727,Exit long,2021-02-02 16:45,EOD Exit,16107.75,1,16025.25,1643.8,0.51,2226.9,0.69,-623.1,-0.19,30122.6,30.12
727,Entry long,2021-02-02 09:40,Long,16025.25,1,16025.25,1643.8,0.51,2226.9,0.69,-623.1,-0.19,30122.6,30.12
728,Exit long,2021-02-11 09:50,Close entry(s) order Long,16316,1,16336.75,-421.2,-0.13,536.9,0.16,-558.1,-0.17,29701.4,29.70
728,Entry long,2021-02-11 09:40,Long,16336.75,1,16336.75,-421.2,-0.13,536.9,0.16,-558.1,-0.17,29701.4,29.70
