Trade #,Type,Date/Time,Signal,Price USD,Position size (qty),Position size (value),Net P&L USD,Net P&L %,Run-up USD,Run-up %,Drawdown USD,Drawdown %,Cumulative P&L USD,Cumulative P&L %
61,Entry long,2014-02-10,Long,18296,1,18296,1561,1.71,1568,1.71,-542,-0.59,16116,16.12
62,Exit long,2014-03-06,Exit ATR,18867,1,18553,1566,1.69,1573,1.70,-647,-0.70,17682,17.68
62,Entry long,2014-02-23,Long,18553,1,18553,1566,1.69,1573,1.70,-647,-0.70,17682,17.68
63,Exit long,2014-03-12,Close entry(s) order Long,18481,1,18815,-1674,-1.78,48,0.05,-1827,-1.94,16008,16.01
63,Entry long,2014-03-06,Long,18815,1,18815,-1674,-1.78,48,0.05,-1827,-1.94,16008,16.01
64,Exit long,2014-04-06,Close entry(s) order Long,18612,1,18809,-989,-1.05,998,1.06,-1037,-1.10,15019,15.02
64,Entry long,2014-03-30,Long,18809,1,18809,-989,-1.05,998,1.06,-1037,-1.10,15019,15.02
65,Exit long,2014-05-19,Close entry(s) order Long,18771,1,18894,-619,-0.66,1173,1.24,-1087,-1.15,14400,14.40
65,Entry long,2014-04-21,Long,18894,1,18894,-619,-0.66,1173,1.24,-1087,-1.15,14400,14.40
66,Exit long,2014-06-30,Exit ATR,19420,1,19117,1511,1.58,1518,1.59,-237,-0.25,15911,15.91
66,Entry long,2014-05-28,Long,19117,1,19117,1511,1.58,1518,1.59,-237,-0.25,15911,15.91
67,Exit long,2014-07-24,Close entry(s) order Long,19397,1,19384,61,0.06,1038,1.07,-777,-0.80,15972,15.97
67,Entry long,2014-06-30,Long,19384,1,19384,61,0.06,1038,1.07,-777,-0.80,15972,15.97
68,Exit long,2014-08-24,Exit ATR,19601,1,19301,1496,1.55,1503,1.56,-7,-0.01,17468,17.47
68,Entry long,2014-08-17,Long,19301,1,19301,1496,1.55,1503,1.56,-7,-0.01,17468,17.47
69,Exit long,2014-09-08,Close entry(s) order Long,19540,1,19564,-124,-0.13,483,0.49,-362,-0.37,17344,17.34
69,Entry long,2014-08-24,Long,19564,1,19564,-124,-0.13,483,0.49,-362,-0.37,17344,17.34
70,Exit long,2014-09-24,Close entry(s) order Long,19491,1,19647,-784,-0.80,1118,1.14,-962,-0.98,16560,16.56
70,Entry long,2014-09-15,Long,19647,1,19647,-784,-0.80,1118,1.14,-962,-0.98,16560,16.56
71,Exit long,2014-10-29,Exit ATR,19647,1,19329,1586,1.64,1593,1.65,-427,-0.44,18146,18.15
71,Entry long,2014-10-23,Long,19329,1,19329,1586,1.64,1593,1.65,-427,-0.44,18146,18.15
72,Exit long,2014-11-05,Exit ATR,20026,1,19707,1591,1.61,1598,1.62,-52,-0.05,19737,19.74
72,Entry long,2014-10-29,Long,19707,1,19707,1591,1.61,1598,1.62,-52,-0.05,19737,19.74
73,Exit long,2014-11-20,Exit ATR,20411,1,20097,1566,1.56,1573,1.57,-342,-0.34,21303,21.30
73,Entry long,2014-11-05,Long,20097,1,20097,1566,1.56,1573,1.57,-342,-0.34,21303,21.30
74,Exit long,2014-12-09,Close entry(s) order Long,20133,1,20373,-1204,-1.18,993,0.97,-1407,-1.38,20099,20.10
74,Entry long,2014-11-20,Long,20373,1,20373,-1204,-1.18,993,0.97,-1407,-1.38,20099,20.10
75,Exit long,2015-01-01,Close entry(s) order Long,20379,1,20555,-884,-0.86,763,0.74,-1217,-1.18,19215,19.22
75,Entry long,2014-12-21,Long,20555,1,20555,-884,-0.86,763,0.74,-1217,-1.18,19215,19.22
76,Exit long,2015-02-23,Exit ATR,20788,1,20442,1726,1.69,1733,1.70,-807,-0.79,20941,20.94
76,Entry long,2015-02-04,Long,20442,1,20442,1726,1.69,1733,1.70,-807,-0.79,20941,20.94
77,Exit long,2015-03-05,Close entry(s) order Long,20517,1,20844,-1639,-1.57,413,0.40,-1882,-1.81,19302,19.30
77,Entry long,2015-02-23,Long,20844,1,20844,-1639,-1.57,413,0.40,-1882,-1.81,19302,19.30
78,Exit long,2015-09-21,Exit ATR,19083,1,19585,-2514,-2.57,858,0.88,-2512,-2.57,16788,16.79
78,Entry long,2015-09-15,Long,19585,1,19585,-2514,-2.57,858,0.88,-2512,-2.57,16788,16.79
79,Exit long,2015-10-11,Exit ATR,19991,1,19580,2051,2.09,2058,2.10,-422,-0.43,18839,18.84
79,Entry long,2015-10-04,Long,19580,1,19580,2051,2.09,2058,2.10,-422,-0.43,18839,18.84
80,Exit long,2015-10-22,Exit ATR,20370,1,19961,2041,2.04,2048,2.05,-1242,-1.24,20880,20.88
80,Entry long,2015-10-11,Long,19961,1,19961,2041,2.04,2048,2.05,-1242,-1.24,20880,20.88
81,Exit long,2015-11-11,Close entry(s) order Long,20317,1,20467,-754,-0.74,1793,1.75,-782,-0.76,20126,20.13
81,Entry long,2015-10-22,Long,20467,1,20467,-754,-0.74,1793,1.75,-782,-0.76,20126,20.13
82,Exit long,2015-12-02,Close entry(s) order Long,20405,1,20723,-1594,-1.54,508,0.49,-1972,-1.90,18532,18.53
82,Entry long,2015-11-24,Long,20723,1,20723,-1594,-1.54,508,0.49,-1972,-1.90,18532,18.53
83,Exit long,2016-02-07,Exit ATR,18796,1,19359,-2819,-2.91,343,0.35,-2817,-2.91,15713,15.71
83,Entry long,2016-01-28,Long,19359,1,19359,-2819,-2.91,343,0.35,-2817,-2.91,15713,15.71
84,Exit long,2016-03-01,Exit ATR,19875,1,19416,2291,2.36,2298,2.37,-1417,-1.46,18004,18.00
84,Entry long,2016-02-16,Long,19416,1,19416,2291,2.36,2298,2.37,-1417,-1.46,18004,18.00
85,Exit long,2016-03-15,Exit ATR,20326,1,19871,2271,2.29,2278,2.29,-357,-0.36,20275,20.28
85,Entry long,2016-03-01,Long,19871,1,19871,2271,2.29,2278,2.29,-357,-0.36,20275,20.28
86,Exit long,2016-03-29,Exit ATR,20784,1,20333,2251,2.21,2258,2.22,-452,-0.44,22526,22.53
86,Entry long,2016-03-15,Long,20333,1,20333,2251,2.21,2258,2.22,-452,-0.44,22526,22.53
87,Exit long,2016-04-19,Exit ATR,21164,1,20719,2221,2.14,2228,2.15,-1137,-1.10,24747,24.75
87,Entry long,2016-03-29,Long,20719,1,20719,2221,2.14,2228,2.15,-1137,-1.10,24747,24.75
88,Exit long,2016-04-27,Close entry(s) order Long,20856,1,21134,-1394,-1.32,208,0.20,-1612,-1.53,23353,23.35
88,Entry long,2016-04-19,Long,21134,1,21134,-1394,-1.32,208,0.20,-1612,-1.53,23353,23.35
89,Exit long,2016-06-12,Close entry(s) order Long,20823,1,20946,-619,-0.59,808,0.77,-1012,-0.97,22734,22.73
89,Entry long,2016-05-26,Long,20946,1,20946,-619,-0.59,808,0.77,-1012,-0.97,22734,22.73
90,Exit long,2016-06-23,Close entry(s) order Long,20431,1,21101,-3354,-3.18,543,0.51,-3672,-3.48,19380,19.38
90,Entry long,2016-06-22,Long,21101,1,21101,-3354,-3.18,543,0.51,-3672,-3.48,19380,19.38
91,Exit long,2016-07-14,Exit ATR,21662,1,21224,2186,2.06,2193,2.07,-32,-0.03,21566,21.57
91,Entry long,2016-07-07,Long,21224,1,21224,2186,2.06,2193,2.07,-32,-0.03,21566,21.57
92,Exit long,2016-07-26,Close entry(s) order Long,21574,1,21637,-319,-0.29,563,0.52,-707,-0.65,21247,21.25
