Trade #,Type,Date/Time,Signal,Price USD,Position size (qty),Position size (value),Net P&L USD,Net P&L %,Run-up USD,Run-up %,Drawdown USD,Drawdown %,Cumulative P&L USD,Cumulative P&L %
376,Entry long,2019-06-27 09:50,FL_L,3513,1,3513,-179,-0.10,48,0.03,-177,-0.10,4596,9.19
377,Exit short,2019-08-02 15:35,X_S,3517.75,1,3510.5,-366.5,-0.21,785.5,0.45,-364.5,-0.21,4229.5,8.46
377,Entry short,2019-08-02 10:05,FL_S,3510.5,1,3510.5,-366.5,-0.21,785.5,0.45,-364.5,-0.21,4229.5,8.46
378,Exit short,2019-08-05 11:10,X_S,3458.5,1,3451.75,-341.5,-0.20,448,0.26,-339.5,-0.20,3888,7.78
378,Entry short,2019-08-05 10:00,FL_S,3451.75,1,3451.75,-341.5,-0.20,448,0.26,-339.5,-0.20,3888,7.78
379,Exit short,2019-08-09 15:05,X_S,3510.75,1,3504.5,-316.5,-0.18,1210.5,0.69,-314.5,-0.18,3571.5,7.14
379,Entry short,2019-08-09 09:50,FL_S,3504.5,1,3504.5,-316.5,-0.18,1210.5,0.69,-314.5,-0.18,3571.5,7.14
380,Exit short,2019-08-12 11:20,X_S,3475.5,1,3469.5,-304,-0.18,0,0.00,-302,-0.17,3267.5,6.54
380,Entry short,2019-08-12 11:10,FL_S,3469.5,1,3469.5,-304,-0.18,0,0.00,-302,-0.17,3267.5,6.54
381,Exit long,2019-08-15 10:30,X_L,3425.75,1,3435.25,-479,-0.28,98,0.06,-477,-0.28,2788.5,5.58
381,Entry long,2019-08-15 10:10,FL_L,3435.25,1,3435.25,-479,-0.28,98,0.06,-477,-0.28,2788.5,5.58
382,Exit short,2019-08-16 15:45,EOD Flatten,3471.25,1,3451.75,-979,-0.57,60.5,0.04,-1114.5,-0.65,1809.5,3.62
382,Entry short,2019-08-16 10:05,FD_S,3451.75,1,3451.75,-979,-0.57,60.5,0.04,-1114.5,-0.65,1809.5,3.62
383,Exit long,2019-08-19 12:00,X_L,3504.25,1,3508.75,-229,-0.13,35.5,0.02,-227,-0.13,1580.5,3.16
383,Entry long,2019-08-19 11:30,FL_L,3508.75,1,3508.75,-229,-0.13,35.5,0.02,-227,-0.13,1580.5,3.16
384,Exit long,2019-08-26 13:55,X_L,3450.75,1,3458.75,-404,-0.23,73,0.04,-402,-0.23,1176.5,2.35
384,Entry long,2019-08-26 12:20,FL_L,3458.75,1,3458.75,-404,-0.23,73,0.04,-402,-0.23,1176.5,2.35
385,Exit short,2019-08-29 10:35,X_S,3492.25,1,3498.25,296,0.17,585.5,0.33,-152,-0.09,1472.5,2.95
385,Entry short,2019-08-29 10:10,FD_S,3498.25,1,3498.25,296,0.17,585.5,0.33,-152,-0.09,1472.5,2.95
386,Exit short,2019-09-02 11:55,X_S,3481.5,1,3477,-229,-0.13,335.5,0.19,-239.5,-0.14,1243.5,2.49
386,Entry short,2019-09-02 11:45,FL_S,3477,1,3477,-229,-0.13,335.5,0.19,-239.5,-0.14,1243.5,2.49
387,Exit long,2019-09-04 14:00,X_L,3510.5,1,3514.75,-216.5,-0.12,48,0.03,-214.5,-0.12,1027,2.05
387,Entry long,2019-09-04 11:40,FL_L,3514.75,1,3514.75,-216.5,-0.12,48,0.03,-214.5,-0.12,1027,2.05
388,Exit long,2019-09-05 12:20,X_L,3554.75,1,3559,-216.5,-0.12,435.5,0.24,-214.5,-0.12,810.5,1.62
388,Entry long,2019-09-05 10:00,FL_L,3559,1,3559,-216.5,-0.12,435.5,0.24,-214.5,-0.12,810.5,1.62
389,Exit long,2019-09-16 15:45,EOD Flatten,3577.75,1,3582.5,-241.5,-0.13,98,0.05,-514.5,-0.29,569,1.14
389,Entry long,2019-09-16 09:50,FD_L,3582.5,1,3582.5,-241.5,-0.13,98,0.05,-514.5,-0.29,569,1.14
390,Exit long,2019-09-30 10:20,X_L,3550.75,1,3555,-216.5,-0.12,60.5,0.03,-214.5,-0.12,352.5,0.71
390,Entry long,2019-09-30 10:10,FL_L,3555,1,3555,-216.5,-0.12,60.5,0.03,-214.5,-0.12,352.5,0.71
391,Exit short,2019-10-02 12:35,X_S,3458,1,3483.25,1258.5,0.72,1260.5,0.72,-202,-0.12,1611,3.22
391,Entry short,2019-10-02 09:50,FL_S,3483.25,1,3483.25,1258.5,0.72,1260.5,0.72,-202,-0.12,1611,3.22
392,Exit short,2019-10-08 10:55,X_S,3486.5,1,3481.25,-266.5,-0.15,298,0.17,-264.5,-0.15,1344.5,2.69
392,Entry short,2019-10-08 09:55,FL_S,3481.25,1,3481.25,-266.5,-0.15,298,0.17,-264.5,-0.15,1344.5,2.69
393,Exit long,2019-10-09 15:45,EOD Flatten,3497.5,1,3498.25,-41.5,-0.02,498,0.28,-189.5,-0.11,1303,2.61
393,Entry long,2019-10-09 12:10,FL_L,3498.25,1,3498.25,-41.5,-0.02,498,0.28,-189.5,-0.11,1303,2.61
394,Exit long,2019-10-11 12:00,X_L,3558.75,1,3563.75,-254,-0.14,448,0.25,-252,-0.14,1049,2.10
394,Entry long,2019-10-11 10:25,FL_L,3563.75,1,3563.75,-254,-0.14,448,0.25,-252,-0.14,1049,2.10
395,Exit long,2019-12-04 10:30,X_L,3690.25,1,3694.5,-216.5,-0.12,85.5,0.05,-214.5,-0.12,832.5,1.67
395,Entry long,2019-12-04 09:50,FL_L,3694.5,1,3694.5,-216.5,-0.12,85.5,0.05,-214.5,-0.12,832.5,1.67
396,Exit short,2019-12-31 13:55,X_S,3795.5,1,3792.5,-154,-0.08,185.5,0.10,-152,-0.08,678.5,1.36
396,Entry short,2019-12-31 10:30,FL_S,3792.5,1,3792.5,-154,-0.08,185.5,0.10,-152,-0.08,678.5,1.36
397,Exit short,2020-01-27 11:00,X_S,3820.5,1,3814.5,-304,-0.16,23,0.01,-302,-0.16,374.5,0.75
397,Entry short,2020-01-27 10:50,FL_S,3814.5,1,3814.5,-304,-0.16,23,0.01,-302,-0.16,374.5,0.75
398,Exit long,2020-01-28 14:10,X_L,3856,1,3832,1196,0.62,1198,0.63,-14.5,-0.01,1570.5,3.14
398,Entry long,2020-01-28 09:55,FL_L,3832,1,3832,1196,0.62,1198,0.63,-14.5,-0.01,1570.5,3.14
399,Exit long,2020-01-30 15:45,EOD Flatten,3853.75,1,3838.25,771,0.40,848,0.44,-1139.5,-0.59,2341.5,4.68
399,Entry long,2020-01-30 10:05,FD_L,3838.25,1,3838.25,771,0.40,848,0.44,-1139.5,-0.59,2341.5,4.68
400,Exit short,2020-01-31 11:15,X_S,3807.75,1,3836,1408.5,0.73,1410.5,0.74,-289.5,-0.15,3750,7.50
400,Entry short,2020-01-31 09:50,FL_S,3836,1,3836,1408.5,0.73,1410.5,0.74,-289.5,-0.15,3750,7.50
401,Exit long,2020-02-03 11:30,X_L,3825.25,1,3831.25,-304,-0.16,523,0.27,-302,-0.16,3446,6.89
401,Entry long,2020-02-03 09:50,FL_L,3831.25,1,3831.25,-304,-0.16,523,0.27,-302,-0.16,3446,6.89
402,Exit long,2020-02-04 15:45,EOD Flatten,3873.25,1,3871.25,96,0.05,423,0.22,-152,-0.08,3542,7.08
402,Entry long,2020-02-04 10:25,FL_L,3871.25,1,3871.25,96,0.05,423,0.22,-152,-0.08,3542,7.08
403,Exit long,2020-02-05 13:00,X_L,3896.75,1,3902,-266.5,-0.14,10.5,0.01,-264.5,-0.14,3275.5,6.55
403,Entry long,2020-02-05 12:05,FL_L,3902,1,3902,-266.5,-0.14,10.5,0.01,-264.5,-0.14,3275.5,6.55
404,Exit long,2020-02-10 14:30,X_L,3913,1,3903,496,0.25,660.5,0.34,-77,-0.04,3771.5,7.54
404,Entry long,2020-02-10 09:50,FD_L,3903,1,3903,496,0.25,660.5,0.34,-77,-0.04,3771.5,7.54
405,Exit long,2020-02-18 15:45,EOD Flatten,3942.5,1,3948,-279,-0.14,73,0.04,-914.5,-0.46,3492.5,6.99
405,Entry long,2020-02-18 10:05,FD_L,3948,1,3948,-279,-0.14,73,0.04,-914.5,-0.46,3492.5,6.99
406,Exit short,2020-02-21 10:50,X_S,3915,1,3909.5,-279,-0.14,148,0.08,-277,-0.14,3213.5,6.43
406,Entry short,2020-02-21 10:40,FL_S,3909.5,1,3909.5,-279,-0.14,148,0.08,-277,-0.14,3213.5,6.43
407,Exit short,2020-02-24 10:50,X_S,3824.5,1,3816.5,-404,-0.21,223,0.12,-402,-0.21,2809.5,5.62
407,Entry short,2020-02-24 10:30,FL_S,3816.5,1,3816.5,-404,-0.21,223,0.12,-402,-0.21,2809.5,5.62
408,Exit long,2020-02-26 11:05,X_L,3740,1,3752.5,-629,-0.34,198,0.11,-627,-0.33,2180.5,4.36
408,Entry long,2020-02-26 10:40,FL_L,3752.5,1,3752.5,-629,-0.34,198,0.11,-627,-0.33,2180.5,4.36
409,Exit short,2020-02-27 10:50,X_S,3621,1,3606.5,-729,-0.40,1298,0.72,-727,-0.40,1451.5,2.90
409,Entry short,2020-02-27 10:20,FL_S,3606.5,1,3606.5,-729,-0.40,1298,0.72,-727,-0.40,1451.5,2.90
410,Exit short,2020-02-28 11:20,X_S,3481.5,1,3458.75,-1141.5,-0.66,1548,0.90,-1139.5,-0.66,310,0.62
410,Entry short,2020-02-28 09:50,FL_S,3458.75,1,3458.75,-1141.5,-0.66,1548,0.90,-1139.5,-0.66,310,0.62
411,Exit long,2020-03-02 15:45,EOD Flatten,3636.5,1,3564.5,3596,2.02,3648,2.05,-527,-0.30,3906,7.81
411,Entry long,2020-03-02 10:45,FL_L,3564.5,1,3564.5,3596,2.02,3648,2.05,-527,-0.30,3906,7.81
412,Exit long,2020-03-06 15:45,EOD Flatten,3525.25,1,3509.5,783.5,0.45,2048,1.17,-1852,-1.06,4689.5,9.38
412,Entry long,2020-03-06 10:00,FD_L,3509.5,1,3509.5,783.5,0.45,2048,1.17,-1852,-1.06,4689.5,9.38
413,Exit short,2020-03-11 15:45,EOD Flatten,3321,1,3356.75,1783.5,1.06,3973,2.37,-977,-0.58,6473,12.95
413,Entry short,2020-03-11 10:25,FL_S,3356.75,1,3356.75,1783.5,1.06,3973,2.37,-977,-0.58,6473,12.95
414,Exit long,2020-03-17 15:45,EOD Flatten,3089.5,1,3016.25,3658.5,2.43,5598,3.71,-1014.5,-0.67,10131.5,20.26
414,Entry long,2020-03-17 10:45,FL_L,3016.25,1,3016.25,3658.5,2.43,5598,3.71,-1014.5,-0.67,10131.5,20.26
415,Exit long,2020-03-20 11:15,X_L,2994.5,1,3021.5,-1354,-0.90,323,0.21,-1352,-0.89,8777.5,17.56
415,Entry long,2020-03-20 10:50,FL_L,3021.5,1,3021.5,-1354,-0.90,323,0.21,-1352,-0.89,8777.5,17.56
416,Exit short,2020-03-23 12:40,X_S,2828,1,2798,-1504,-1.08,1648,1.18,-1502,-1.07,7273.5,14.55
416,Entry short,2020-03-23 11:20,FL_S,2798,1,2798,-1504,-1.08,1648,1.18,-1502,-1.07,7273.5,14.55
417,Exit long,2020-03-25 15:45,EOD Flatten,3089,1,3077.75,558.5,0.36,3423,2.22,-389.5,-0.25,7832,15.66
417,Entry long,2020-03-25 12:20,FL_L,3077.75,1,3077.75,558.5,0.36,3423,2.22,-389.5,-0.25,7832,15.66
418,Exit long,2020-03-26 15:45,EOD Flatten,3154.5,1,3119.5,1746,1.12,3085.5,1.98,-439.5,-0.28,9578,19.16
418,Entry long,2020-03-26 09:55,FL_L,3119.5,1,3119.5,1746,1.12,3085.5,1.98,-439.5,-0.28,9578,19.16
419,Exit short,2020-03-31 10:00,X_S,3181.75,1,3167.75,-704,-0.44,48,0.03,-702,-0.44,8874,17.75
419,Entry short,2020-03-31 09:50,FL_S,3167.75,1,3167.75,-704,-0.44,48,0.03,-702,-0.44,8874,17.75
420,Exit long,2020-04-07 10:00,X_L,3311,1,3324,-654,-0.39,135.5,0.08,-652,-0.39,8220,16.44
420,Entry long,2020-04-07 09:50,FL_L,3324,1,3324,-654,-0.39,135.5,0.08,-652,-0.39,8220,16.44
421,Exit long,2020-04-09 10:05,X_L,3374,1,3388,-704,-0.42,35.5,0.02,-702,-0.41,7516,15.03
421,Entry long,2020-04-09 09:55,FL_L,3388,1,3388,-704,-0.42,35.5,0.02,-702,-0.41,7516,15.03
422,Exit short,2020-04-13 12:15,X_S,3332,1,3319.75,-616.5,-0.37,1160.5,0.70,-614.5,-0.37,6899.5,13.80
422,Entry short,2020-04-13 10:15,FL_S,3319.75,1,3319.75,-616.5,-0.37,1160.5,0.70,-614.5,-0.37,6899.5,13.80
423,Exit long,2020-04-14 10:55,X_L,3401.5,1,3412,-529,-0.31,485.5,0.28,-527,-0.31,6370.5,12.74
423,Entry long,2020-04-14 09:55,FL_L,3412,1,3412,-529,-0.31,485.5,0.28,-527,-0.31,6370.5,12.74
424,Exit long,2020-04-21 15:45,EOD Flatten,3317,1,3351.75,-1741.5,-1.04,110.5,0.07,-2452,-1.46,4629,9.26
424,Entry long,2020-04-21 10:20,FD_L,3351.75,1,3351.75,-1741.5,-1.04,110.5,0.07,-2452,-1.46,4629,9.26
425,Exit long,2020-04-23 12:40,X_L,3399,1,3407.75,-441.5,-0.26,723,0.42,-439.5,-0.26,4187.5,8.38
425,Entry long,2020-04-23 10:20,FL_L,3407.75,1,3407.75,-441.5,-0.26,723,0.42,-439.5,-0.26,4187.5,8.38
426,Exit long,2020-04-24 15:45,EOD Flatten,3418,1,3392,1296,0.76,1423,0.84,-77,-0.05,5483.5,10.97
426,Entry long,2020-04-24 13:40,FL_L,3392,1,3392,1296,0.76,1423,0.84,-77,-0.05,5483.5,10.97
427,Exit long,2020-04-29 10:05,X_L,3493.5,1,3502,-429,-0.25,85.5,0.05,-427,-0.24,5054.5,10.11
427,Entry long,2020-04-29 09:50,FL_L,3502,1,3502,-429,-0.25,85.5,0.05,-427,-0.24,5054.5,10.11
428,Exit short,2020-05-01 10:35,X_S,3435.75,1,3426.5,-466.5,-0.27,135.5,0.08,-464.5,-0.27,4588,9.18
428,Entry short,2020-05-01 10:15,FL_S,3426.5,1,3426.5,-466.5,-0.27,135.5,0.08,-464.5,-0.27,4588,9.18
429,Exit long,2020-05-05 15:25,X_L,3454,1,3461.5,-379,-0.22,685.5,0.40,-377,-0.22,4209,8.42
429,Entry long,2020-05-05 09:50,FL_L,3461.5,1,3461.5,-379,-0.22,685.5,0.40,-377,-0.22,4209,8.42
430,Exit short,2020-05-13 15:45,EOD Flatten,3392.5,1,3414.75,1108.5,0.65,2160.5,1.27,-52,-0.03,5317.5,10.64
430,Entry short,2020-05-13 11:35,FL_S,3414.75,1,3414.75,1108.5,0.65,2160.5,1.27,-52,-0.03,5317.5,10.64
431,Exit short,2020-05-14 10:10,X_S,3360,1,3350,-504,-0.30,210.5,0.13,-502,-0.30,4813.5,9.63
431,Entry short,2020-05-14 09:50,FL_S,3350,1,3350,-504,-0.30,210.5,0.13,-502,-0.30,4813.5,9.63
432,Exit long,2020-05-18 15:45,EOD Flatten,3547.5,1,3526.25,1058.5,0.60,1123,0.64,-52,-0.03,5872,11.74
432,Entry long,2020-05-18 10:45,FL_L,3526.25,1,3526.25,1058.5,0.60,1123,0.64,-52,-0.03,5872,11.74
433,Exit long,2020-05-25 19:20,X_L,3567.25,1,3572,-241.5,-0.14,173,0.10,-239.5,-0.13,5630.5,11.26
433,Entry long,2020-05-25 10:20,FL_L,3572,1,3572,-241.5,-0.14,173,0.10,-239.5,-0.13,5630.5,11.26
434,Exit short,2020-05-26 15:45,EOD Flatten,3573,1,3593,996,0.55,1060.5,0.59,-277,-0.15,6626.5,13.25
434,Entry short,2020-05-26 09:50,FD_S,3593,1,3593,996,0.55,1060.5,0.59,-277,-0.15,6626.5,13.25
435,Exit long,2020-06-02 15:45,EOD Flatten,3652.5,1,3647.75,233.5,0.13,310.5,0.17,-252,-0.14,6860,13.72
435,Entry long,2020-06-02 12:40,FL_L,3647.75,1,3647.75,233.5,0.13,310.5,0.17,-252,-0.14,6860,13.72
436,Exit long,2020-06-05 15:45,EOD Flatten,3770,1,3768.75,58.5,0.03,1360.5,0.72,-114.5,-0.06,6918.5,13.84
436,Entry long,2020-06-05 10:45,FL_L,3768.75,1,3768.75,58.5,0.03,1360.5,0.72,-114.5,-0.06,6918.5,13.84
437,Exit short,2020-06-08 15:45,EOD Flatten,3809.25,1,3786.25,-1154,-0.61,360.5,0.19,-1177,-0.62,5764.5,11.53
437,Entry short,2020-06-08 10:00,FD_S,3786.25,1,3786.25,-1154,-0.61,360.5,0.19,-1177,-0.62,5764.5,11.53
