Trade #,Type,Date/Time,Signal,Price USD,Position size (qty),Position size (value),Net P&L USD,Net P&L %,Run-up USD,Run-up %,Drawdown USD,Drawdown %,Cumulative P&L USD,Cumulative P&L %
47,Exit short,2011-02-11 16:45,EOD Exit,146.02,1,146.7,673,0.46,986.5,0.67,-163.5,-0.11,7611,15.22
47,Entry short,2011-02-11 11:30,Short,146.7,1,146.7,673,0.46,986.5,0.67,-163.5,-0.11,7611,15.22
48,Exit short,2011-02-15 16:45,EOD Exit,144.96,1,145.68,713,0.49,1216.5,0.84,-103.5,-0.07,8324,16.65
48,Entry short,2011-02-15 11:30,Short,145.68,1,145.68,713,0.49,1216.5,0.84,-103.5,-0.07,8324,16.65
49,Exit long,2011-02-17 16:45,EOD Exit,146.81,1,145.98,823,0.56,1026.5,0.70,-153.5,-0.11,9147,18.29
49,Entry long,2011-02-17 11:30,Long,145.98,1,145.98,823,0.56,1026.5,0.70,-153.5,-0.11,9147,18.29
50,Exit long,2011-02-18 13:10,Close entry(s) order Long,147.75,1,148.46,-717,-0.48,256.5,0.17,-763.5,-0.51,8430,16.86
50,Entry long,2011-02-18 11:30,Long,148.46,1,148.46,-717,-0.48,256.5,0.17,-763.5,-0.51,8430,16.86
51,Exit long,2011-02-22 09:45,Close entry(s) order Long,152.85,1,151.82,1023,0.67,4416.5,2.91,-103.5,-0.07,9453,18.91
51,Entry long,2011-02-21 11:30,Long,151.82,1,151.82,1023,0.67,4416.5,2.91,-103.5,-0.07,9453,18.91
52,Exit short,2011-02-24 16:45,EOD Exit,154.5,1,156.76,2253,1.44,3376.5,2.15,-953.5,-0.61,11706,23.41
52,Entry short,2011-02-24 11:30,Short,156.76,1,156.76,2253,1.44,3376.5,2.15,-953.5,-0.61,11706,23.41
53,Exit long,2011-03-02 16:45,EOD Exit,160.21,1,159.39,813,0.51,866.5,0.54,-383.5,-0.24,12519,25.04
53,Entry long,2011-03-02 11:30,Long,159.39,1,159.39,813,0.51,866.5,0.54,-383.5,-0.24,12519,25.04
54,Exit short,2011-03-03 11:35,Close entry(s) order Short,159.32,1,159.23,-97,-0.06,56.5,0.04,-93.5,-0.06,12422,24.84
54,Entry short,2011-03-03 11:30,Short,159.23,1,159.23,-97,-0.06,56.5,0.04,-93.5,-0.06,12422,24.84
55,Exit long,2011-03-04 16:45,EOD Exit,162.63,1,161.25,1373,0.85,1446.5,0.90,-73.5,-0.05,13795,27.59
