Trade #,Type,Date/Time,Signal,Price USD,Position size (qty),Position size (value),Net P&L USD,Net P&L %,Run-up USD,Run-up %,Drawdown USD,Drawdown %,Cumulative P&L USD,Cumulative P&L %
20,Entry long,2011-07-01 11:30,Long,1775.25,1,1775.25,258.5,0.29,410.5,0.46,-89.5,-0.10,-905,-1.81
21,Exit long,2011-07-13 13:50,Close entry(s) order Long,1768,1,1773.5,-279,-0.31,0,0.00,-289.5,-0.33,-1184,-2.37
21,Entry long,2011-07-13 11:30,Long,1773.5,1,1773.5,-279,-0.31,0,0.00,-289.5,-0.33,-1184,-2.37
22,Exit long,2011-07-19 11:35,Close entry(s) order Long,1758,1,1760.5,-129,-0.15,0,0.00,-139.5,-0.16,-1313,-2.63
22,Entry long,2011-07-19 11:30,Long,1760.5,1,1760.5,-129,-0.15,0,0.00,-139.5,-0.16,-1313,-2.63
23,Exit long,2011-07-21 16:50,EOD Exit,1789.5,1,1783.25,308.5,0.35,410.5,0.46,-89.5,-0.10,-1004.5,-2.01
23,Entry long,2011-07-21 11:30,Long,1783.25,1,1783.25,308.5,0.35,410.5,0.46,-89.5,-0.10,-1004.5,-2.01
24,Exit long,2011-07-25 16:10,Close entry(s) order Long,1780,1,1784,-204,-0.23,160.5,0.18,-202,-0.23,-1208.5,-2.42
24,Entry long,2011-07-25 11:30,Long,1784,1,1784,-204,-0.23,160.5,0.18,-202,-0.23,-1208.5,-2.42
25,Exit long,2011-08-09 14:20,Close entry(s) order Long,1565.75,1,1590,-1216.5,-1.53,310.5,0.39,-1552,-1.95,-2425,-4.85
25,Entry long,2011-08-09 11:30,Long,1590,1,1590,-1216.5,-1.53,310.5,0.39,-1552,-1.95,-2425,-4.85
26,Exit long,2011-08-12 14:20,Close entry(s) order Long,1621.5,1,1625.25,-191.5,-0.24,423,0.52,-264.5,-0.33,-2616.5,-5.23
26,Entry long,2011-08-12 11:30,Long,1625.25,1,1625.25,-191.5,-0.24,423,0.52,-264.5,-0.33,-2616.5,-5.23
27,Exit long,2011-08-24 11:55,Close entry(s) order Long,1606,1,1609,-154,-0.19,123,0.15,-189.5,-0.24,-2770.5,-5.54
27,Entry long,2011-08-24 11:30,Long,1609,1,1609,-154,-0.19,123,0.15,-189.5,-0.24,-2770.5,-5.54
28,Exit long,2011-08-29 16:50,EOD Exit,1654.5,1,1641.75,633.5,0.77,698,0.85,-52,-0.06,-2137,-4.27
28,Entry long,2011-08-29 11:30,Long,1641.75,1,1641.75,633.5,0.77,698,0.85,-52,-0.06,-2137,-4.27
29,Exit long,2011-09-07 16:50,EOD Exit,1646.75,1,1634.5,608.5,0.74,673,0.82,-52,-0.06,-1528.5,-3.06
29,Entry long,2011-09-07 11:30,Long,1634.5,1,1634.5,608.5,0.74,673,0.82,-52,-0.06,-1528.5,-3.06
30,Exit long,2011-09-14 16:50,EOD Exit,1634.25,1,1622.75,571,0.70,1323,1.63,-102,-0.13,-957.5,-1.91
30,Entry long,2011-09-14 11:30,Long,1622.75,1,1622.75,571,0.70,1323,1.63,-102,-0.13,-957.5,-1.91
31,Exit long,2011-09-15 16:50,EOD Exit,1655.25,1,1644.5,533.5,0.65,698,0.85,-39.5,-0.05,-424,-0.85
31,Entry long,2011-09-15 11:30,Long,1644.5,1,1644.5,533.5,0.65,698,0.85,-39.5,-0.05,-424,-0.85
32,Exit long,2011-09-20 15:00,Close entry(s) order Long,1657.25,1,1665.25,-404,-0.49,85.5,0.10,-402,-0.48,-828,-1.66
32,Entry long,2011-09-20 11:30,Long,1665.25,1,1665.25,-404,-0.49,85.5,0.10,-402,-0.48,-828,-1.66
33,Exit long,2011-09-27 15:10,Close entry(s) order Long,1631.75,1,1637.5,-291.5,-0.36,273,0.33,-377,-0.46,-1119.5,-2.24
33,Entry long,2011-09-27 11:30,Long,1637.5,1,1637.5,-291.5,-0.36,273,0.33,-377,-0.46,-1119.5,-2.24
